freeResponse,correctAnswer,score,cosine
long chain polymer,type of carbohydrate that forms the outer skeleton of all arthropods that include crustaceans and insects; it also forms the cell walls of fungi,0.5,0.33303067088127136
molecule that consists of hydrogen and carbon,molecule that consists only of carbon and hydrogen,1.0,0.8737809658050537
methyl,methyl,1.0,1.0
galactose,glycosidic; galactose,0.5,0.7897927165031433
long chain of molecules,long chain of monosaccharides; may be branched or unbranched,0.0,0.6241081357002258
sugar,single unit or monomer of carbohydrates,1.0,0.235215425491333
sugar,fructose,0.5,0.7890072464942932
polysaccharide,storage carbohydrate in animals,1.0,0.2590002715587616
covalent bonds,bond formed by a dehydration reaction between two monosaccharides with the elimination of a water molecule,0.5,0.3181963264942169
"no, yes, yes, no",Questions 1 and 4 are subjective and cannot be disproven using scientific method. Questions 2 and 3 can be tested using scientific method.,1.0,0.5498155951499939
the body is made up of four types of micos carbs proteins lipids and acids,"section of a scientific paper in which the author interprets experimental results, describes how variables may be related, and attempts to explain the phenomenon in question",0.0,0.6831873059272766
effects what shape the protein becomes,denaturation,0.5,0.2533518075942993
It is a manuscript where it has been looked at or reviewed by your peers and/or colleagues.,scientific paper that is reviewed by a scientist’s colleagues who are experts in the field of study,1.0,0.7408310174942017
"1. My toaster doesn't toast my bread. 2. What is preventing my toaster from working? 3. There is something wrong withe the electrical outlet. 4. If something is wrong with the outlet, my coffeemaker also won't work when plugged into it. 5. I plug my coffeemaker into the outlet. 6. My coffeemaker works. The hypothesis is incorrect. Another alternate hypothesis is that the toaster could be broken.",The original hypothesis is incorrect. Alternative hypothesis includes that toaster wasn’t turned on.,1.0,0.7985305190086365
"1. Car doesn't start. 2. If the car doesn't start, the problem might be the battery. 3. The car doesn't start because of the battery. 4. The car should start after charging the battery or changing the battery. 5. The car doesn't start even after charging the battery. The battery must have stopped working. 6. After changing the battery, car starts working.","2, 1, 5, 4, 6, 3",1.0,0.3356398940086365
"I would say their diet is similar to frogs, turtle, etc. and that they are in need of a particular environment in order to survive.","Birds have scales, having the same origin as that of reptiles.",0.0,0.7232632040977478
It is a guess where it can be tested in order to provide a plausible explanation to something.,"suggested explanation for an observation, which can be tested",1.0,0.7643231749534607
A compound that is crystallized and colorless,"type of nitrogenous base in DNA and RNA; cytosine, thymine, and uracil are pyrimidines",1.0,0.642531156539917
Phospholipids help form a bilayer to protect the hydrophobic tails.,"Phospholipids orient their heads towards the polar molecules and tails in the interior of the membrane, thus forming a bilayer.",0.5,0.8166460394859314
In it's shape,Hereditary information is stored in DNA.,0.0,0.3002271354198456
It's when two chemicals would respond to each other,process leading to the rearrangement of atoms in molecules,0.0,0.6133885979652405
cell membrane,the plasma membrane of animal cells,1.0,0.6483726501464844
contains both a hydrophilic tail and a hydrophobic head which makes it a key component in the cell membrane,major constituent of the membranes; composed of two fatty acids and a phosphate-containing group attached to a glycerol backbone,0.5,0.7842761874198914
saturated= single carbon bonds unsaturated= double carbon bonds,the number of hydrogen atoms on the triglycerides,1.0,0.5701453685760498
diffusion,diffusion,1.0,1.0
Lipids with a carbohydrate attached to by a glycosidic bond,combination of carbohydrates and lipids,1.0,0.6381616592407227
A lipid containing a phosphate group in its molecule,major constituent of the membranes; composed of two fatty acids and a phosphate-containing group attached to a glycerol backbone,0.5,0.7283393740653992
1.) Inductive Reasoning 2.) Deductive Reasoning 3.) Deductive Reasoning 4.) Inductive Reasoning,"1- Inductive, 2- Deductive, 3- Deductive, 4- Inductive",1.0,0.7518059611320496
"1.) (2) Car doesn't start. 2.) (1) If the car doesn't start the problem might be in the battery. 3.) (5) The car doesn't start because the battery is dead. 4.) (4) The car should start after charging the battery or changing the battery. 5.) (6) The car doesn't start even after charging the battery, the battery must have stopped working. 6.) (3) After changing the battery. Car starts working.","2, 1, 5, 4, 6, 3",1.0,0.38298049569129944
1.) No 2.) No 3.) Falsifiable 4.) No,Questions 1 and 4 are subjective and cannot be disproven using scientific method. Questions 2 and 3 can be tested using scientific method.,0.5,0.4635017216205597
nonpolar molecuar groups,macromolecule that is nonpolar and insoluble in water,1.0,0.47266024351119995
polyunsaturated fats,type of polyunsaturated fat that is required by the body; the numbering of the carbon omega starts from the methyl end or the end that is farthest from the carboxylic end,0.5,0.35768693685531616
lipids,Cholesterol,0.5,0.7181159257888794
"Yes it is correct but, could be changed up. An alternative would be my toasters plug has a short in it.",The original hypothesis is incorrect. Alternative hypothesis includes that toaster wasn’t turned on.,0.0,0.7890337705612183
birds are like reptiles because reptiles have bony skeletons that support their bodies.,"Birds have scales, having the same origin as that of reptiles.",0.0,0.7583906650543213
energy,production of bile salts,0.0,0.26663124561309814
digestion,major energy source,0.0,0.38860031962394714
sterol,steroid,0.0,0.6547598838806152
fats that have been hydrogenated and are now in a straight chain,"fat formed artificially by hydrogenating oils, leading to a different arrangement of double bond(s) than those found in naturally occurring lipids",1.0,0.7276964783668518
highe fates,gel-like material of the cytoplasm in which cell structures are suspended,0.0,0.12757466733455658
carb,steroid,0.0,0.5376591682434082
bonds of hy,regular structure formed by proteins by intramolecular hydrogen bonding between the oxygen atom of one amino acid residue and the hydrogen attached to the nitrogen atom of another amino acid residue,0.0,0.19012649357318878
loss of water,detaching of the cell membrane from the cell wall and constriction of the cell membrane when a plant cell is in a hypertonic solution,0.0,0.30568209290504456
It describes and wraps up what you thought and what was learned.,section of a scientific paper that summarizes the importance of the experimental findings,0.0,0.5595499277114868
"Birds have claws, rough skin, and are warm blooded.","Birds have scales, having the same origin as that of reptiles.",0.0,0.688179612159729
Chemical reaction is something that changes the subject chemically and is not reversible.,process leading to the rearrangement of atoms in molecules,1.0,0.6044517159461975
"pH scale shows how acidic, neutral, or basic something is either extreme destroys things. The bicarbonate system prevents drastic changes of pH in organisms.","The pH scale ranges from 0 to 14, where anything below 7 is acidic and above 7 is alkaline. The bicarbonate system in the human body buffers the blood.",1.0,0.8430976867675781
